#Exudyn implicit second order time integration sensor output file
#measure Object number = 245
#OutputVariableType = Force
#simulation started = 2022-04-08,00:48:28
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 1
#Exudyn version = 1.2.34.dev1; Python3.9.11; Windows AVX2 FLOAT64
#
0,0
0.001,0.0003188597174
0.002,0.0004738443758
0.003,0.0005597364055
0.004,-3.898208667e-05
0.005,0.0002090164709
0.006,0.0001023952928
0.007,0.000516870557
0.008,0.0005033102682
0.009,0.000536543103
0.01,0.0002542117945
0.011,0.0001141101748
0.012,0.0002511110965
0.013,0.000357421461
0.014,0.0002837784506
0.015,0.0002485329588
0.016,0.0001965847707
0.017,0.0001940107806
0.018,0.0001832191135
0.019,0.0001009978442
0.02,0.0002134772109
0.021,0.0001711575418
0.022,0.0002283021789
0.023,0.0001824277996
0.024,3.385123619e-05
0.025,-3.758126382e-06
0.026,0.0001400829857
0.027,0.000124112158
0.028,8.042483612e-05
0.029,0.0001176570161
0.03,0.0001218168926
0.031,4.876025626e-05
0.032,3.422953739e-05
0.033,6.010866262e-05
0.034,-1.970615306e-05
0.035,8.227153642e-05
0.036,6.484934213e-05
0.037,-0.00012926957
0.038,-0.0001266413076
0.039,-2.065009958e-05
0.04,-0.0001364140464
0.041,-5.542178628e-05
0.042,-1.321166166e-05
0.043,-0.0001536962461
0.044,-0.0001253888084
0.045,-8.030388279e-05
0.046,-0.0001607088318
0.047,-0.0001634724028
0.048,-0.0001087390632
0.049,-0.0002162880071
0.05,-0.0002212674036
0.051,-0.09316584986
0.052,-0.1286797637
0.053,-0.1642600552
0.054,-0.1997311772
0.055,-0.2359699032
0.056,-0.2814120238
0.057,-0.3531792191
0.058,-0.4484661063
0.059,-0.5515003775
0.06,-0.6551892254
0.061,-0.7594518967
0.062,-0.8691986551
0.063,-0.9940880852
0.064,-1.137889893
0.065,-1.294089524
0.066,-1.456333376
0.067,-1.619920164
0.068,-1.785823231
0.069,-1.959444893
0.07,-2.143932271
0.071,-2.341172366
0.072,-2.54743573
0.073,-2.754186869
0.074,-2.963855154
0.075,-3.175050616
0.076,-3.392272774
0.077,-3.61759748
0.078,-3.846732126
0.079,-4.083968672
0.08,-4.318000227
0.081,-4.551840865
0.082,-4.786840684
0.083,-5.022313619
0.084,-5.264825925
0.085,-5.507226251
0.086,-5.752260647
0.087,-5.992486924
0.088,-6.232755545
0.089,-6.470199388
0.09,-6.708723148
0.091,-6.945152156
0.092,-7.181298812
0.093,-7.418747747
0.094,-7.648977197
0.095,-7.879759962
0.096,-8.102467962
0.097,-8.325843629
0.098,-8.54319777
0.099,-8.760775587
0.1,-8.970378176
0.101,-9.179494293
0.102,-9.380764282
0.103,-9.577740575
0.104,-9.768974034
0.105,-9.957336482
0.106,-10.14013881
0.107,-10.3192352
0.108,-10.49011539
0.109,-10.65790792
0.11,-10.81628252
0.111,-10.97019946
0.112,-11.11921288
0.113,-11.26112582
0.114,-11.39806451
0.115,-11.52888615
0.116,-11.65013011
0.117,-11.76747781
0.118,-11.8797391
0.119,-11.98486833
0.12,-12.08092986
0.121,-12.17197715
0.122,-12.25654874
0.123,-12.3335174
0.124,-12.40330567
0.125,-12.46982327
0.126,-12.53001929
0.127,-12.58105537
0.128,-12.62516328
0.129,-12.66387143
0.13,-12.69144517
0.131,-12.71247674
0.132,-12.72958255
0.133,-12.74496063
0.134,-12.75124381
0.135,-12.75112929
0.136,-12.74014279
0.137,-12.72475628
0.138,-12.70309847
0.139,-12.67700964
0.14,-12.65158977
0.141,-12.61863154
0.142,-12.57887261
0.143,-12.53117774
0.144,-12.47702992
0.145,-12.41797301
0.146,-12.36160148
0.147,-12.2989301
0.148,-12.23492558
0.149,-12.16082306
0.15,-12.08492642
0.151,-12.00313431
0.152,-11.92096144
0.153,-11.83791615
0.154,-11.75476755
0.155,-11.6652582
0.156,-11.57255348
0.157,-11.4796012
0.158,-11.38265217
0.159,-11.28693039
0.16,-11.19774816
0.161,-11.10263436
0.162,-11.00456684
0.163,-10.90213432
0.164,-10.80672044
0.165,-10.71255277
0.166,-10.61770923
0.167,-10.52502943
0.168,-10.42986221
0.169,-10.3363568
0.17,-10.24718746
0.171,-10.15646096
0.172,-10.07300796
0.173,-9.988728017
0.174,-9.906981501
0.175,-9.829287708
0.176,-9.753697278
0.177,-9.682489255
0.178,-9.613499543
0.179,-9.55255128
0.18,-9.49238608
0.181,-9.43473392
0.182,-9.37372348
0.183,-9.328380288
0.184,-9.283101842
0.185,-9.23903227
0.186,-9.208440138
0.187,-9.177307872
0.188,-9.152743593
0.189,-9.123639822
0.19,-9.106101749
0.191,-9.090863139
0.192,-9.088229432
0.193,-9.083884576
0.194,-9.086954052
0.195,-9.096406281
0.196,-9.111134122
0.197,-9.127011992
0.198,-9.148274049
0.199,-9.176677132
0.2,-9.20970508
0.201,-9.256347484
0.202,-9.294733095
0.203,-9.342754855
0.204,-9.396883271
0.205,-9.457186498
0.206,-9.520461956
0.207,-9.58775755
0.208,-9.664844838
0.209,-9.744248393
0.21,-9.824417851
0.211,-9.908391481
0.212,-9.997989568
0.213,-10.09369075
0.214,-10.19300823
0.215,-10.29596298
0.216,-10.40255847
0.217,-10.50862734
0.218,-10.62543648
0.219,-10.7400056
0.22,-10.85649273
0.221,-10.96886251
0.222,-11.10436099
0.223,-11.22665902
0.224,-11.35903049
0.225,-11.48635516
0.226,-11.62037201
0.227,-11.75327623
0.228,-11.88968174
0.229,-12.02363701
0.23,-12.16289058
0.231,-12.30538701
0.232,-12.44387889
0.233,-12.58634038
0.234,-12.72611667
0.235,-12.85851471
0.236,-13.00422804
0.237,-13.13996476
0.238,-13.28053008
0.239,-13.42387054
0.24,-13.56576575
0.241,-13.70412566
0.242,-13.83258693
0.243,-13.96751312
0.244,-14.11087381
0.245,-14.23877273
0.246,-14.37409587
0.247,-14.50448729
0.248,-14.6312929
0.249,-14.75227386
0.25,-14.87832873
0.251,-14.99627596
0.252,-15.12161645
0.253,-15.24118386
0.254,-15.34736708
0.255,-15.45826165
0.256,-15.56715319
0.257,-15.67673652
0.258,-15.77746654
0.259,-15.87978461
0.26,-15.96934858
0.261,-16.06436979
0.262,-16.15924817
0.263,-16.23991193
0.264,-16.31960564
0.265,-16.40599779
0.266,-16.49463556
0.267,-16.55549394
0.268,-16.62379984
0.269,-16.69178843
0.27,-16.75403523
0.271,-16.8147084
0.272,-16.88189804
0.273,-16.91951045
0.274,-16.97457695
0.275,-17.03023601
0.276,-17.06412041
0.277,-17.10284519
0.278,-17.13798274
0.279,-17.17466857
0.28,-17.20868192
0.281,-17.23738658
0.282,-17.24970301
0.283,-17.27484299
0.284,-17.30003469
0.285,-17.30671163
0.286,-17.32033185
0.287,-17.3245967
0.288,-17.33964034
0.289,-17.34282179
0.29,-17.34946665
0.291,-17.33994893
0.292,-17.35246174
0.293,-17.33710277
0.294,-17.31665989
0.295,-17.3195041
0.296,-17.30762236
0.297,-17.301652
0.298,-17.28908193
0.299,-17.26447434
0.3,-17.25194692
0.301,-17.23769205
0.302,-17.20062135
0.303,-17.19916073
0.304,-17.17667373
0.305,-17.15320234
0.306,-17.12853324
0.307,-17.10055505
0.308,-17.07900218
0.309,-17.0533138
0.31,-17.03627683
0.311,-17.00524918
0.312,-16.98912536
0.313,-16.97112392
0.314,-16.92563589
0.315,-16.9138369
0.316,-16.88360168
0.317,-16.87166058
0.318,-16.84937782
0.319,-16.82553519
0.32,-16.80794784
0.321,-16.78302188
0.322,-16.77420274
0.323,-16.7486138
0.324,-16.74443624
0.325,-16.71321992
0.326,-16.70807415
0.327,-16.71690485
0.328,-16.68573254
0.329,-16.69369301
0.33,-16.69225777
0.331,-16.67758724
0.332,-16.66245443
0.333,-16.67145673
0.334,-16.67204877
0.335,-16.69329558
0.336,-16.71158503
0.337,-16.70234946
0.338,-16.72131614
0.339,-16.72503352
0.34,-16.75059286
0.341,-16.7430766
0.342,-16.78521682
0.343,-16.80792531
0.344,-16.83233219
0.345,-16.86208032
0.346,-16.8935857
0.347,-16.92505495
0.348,-16.9593443
0.349,-16.99760029
0.35,-17.03013425
0.351,-17.08440386
0.352,-17.11856289
0.353,-17.18060893
0.354,-17.20817255
0.355,-17.27100473
0.356,-17.32166457
0.357,-17.3662697
0.358,-17.4413122
0.359,-17.49306871
0.36,-17.55020754
0.361,-17.63562583
0.362,-17.68476205
0.363,-17.75732219
0.364,-17.80990245
0.365,-17.89126037
0.366,-17.94350629
0.367,-18.04046027
0.368,-18.1083353
0.369,-18.20695234
0.37,-18.26139544
0.371,-18.34679684
0.372,-18.39752351
0.373,-18.5036451
0.374,-18.58250012
0.375,-18.65495901
0.376,-18.75919311
0.377,-18.82864148
0.378,-18.92233978
0.379,-19.01162095
0.38,-19.08234626
0.381,-19.17068411
0.382,-19.26116351
0.383,-19.35315896
0.384,-19.43534704
0.385,-19.54088393
0.386,-19.61522142
0.387,-19.71588946
0.388,-19.79060072
0.389,-19.87764696
0.39,-19.96655497
0.391,-20.05362198
0.392,-20.10761764
0.393,-20.22608981
0.394,-20.30126749
0.395,-20.40689886
0.396,-20.46996523
0.397,-20.55883748
0.398,-20.61991429
0.399,-20.735196
0.4,-20.77466182
0.401,-20.90795262
0.402,-20.94289899
0.403,-21.05675494
0.404,-21.10229279
0.405,-21.18938873
0.406,-21.26228086
0.407,-21.31980157
0.408,-21.3895289
0.409,-21.47248711
0.41,-21.5370001
0.411,-21.61037049
0.412,-21.67373076
0.413,-21.73385806
0.414,-21.7867973
0.415,-21.87564564
0.416,-21.87849085
0.417,-21.97575236
0.418,-22.011972
0.419,-22.1012609
0.42,-22.14694873
0.421,-22.19409546
0.422,-22.21990664
0.423,-22.30770497
0.424,-22.32991573
0.425,-22.38312465
0.426,-22.42626307
0.427,-22.47520294
0.428,-22.49115522
0.429,-22.56620326
0.43,-22.56992425
0.431,-22.6470991
0.432,-22.62801508
0.433,-22.70081126
0.434,-22.73384733
0.435,-22.74698366
0.436,-22.80483385
0.437,-22.80756477
0.438,-22.85020265
0.439,-22.86463437
0.44,-22.8892046
0.441,-22.91763407
0.442,-22.9561845
0.443,-22.96152795
0.444,-23.00280879
0.445,-23.03626005
0.446,-23.01942458
0.447,-23.06127895
0.448,-23.07011566
0.449,-23.08950238
0.45,-23.10454993
0.451,-23.11999285
0.452,-23.11522478
0.453,-23.17182346
0.454,-23.14716091
0.455,-23.19620456
0.456,-23.18085341
0.457,-23.21394475
0.458,-23.21121853
0.459,-23.22754655
0.46,-23.22632544
0.461,-23.27039897
0.462,-23.25882076
0.463,-23.30007375
0.464,-23.30059172
0.465,-23.29921161
0.466,-23.33358025
0.467,-23.33886291
0.468,-23.32175555
0.469,-23.38596199
0.47,-23.38939831
0.471,-23.37338906
0.472,-23.43151351
0.473,-23.40658508
0.474,-23.42113257
0.475,-23.44905054
0.476,-23.46524259
0.477,-23.46232072
0.478,-23.53199324
0.479,-23.53193784
0.48,-23.54014407
0.481,-23.56478896
0.482,-23.58174897
0.483,-23.59558698
0.484,-23.61406153
0.485,-23.65231225
0.486,-23.68417825
0.487,-23.7047721
0.488,-23.76193122
0.489,-23.72966086
0.49,-23.8061973
0.491,-23.8049144
0.492,-23.82771984
0.493,-23.89487878
0.494,-23.91941809
0.495,-23.92809931
0.496,-23.98713653
0.497,-24.02953408
0.498,-24.01350027
0.499,-24.09607906
0.5,-24.07438341
0.501,-24.08116548
0.502,-24.14687535
0.503,-24.19183028
0.504,-24.19635457
0.505,-24.2647668
0.506,-24.31739013
0.507,-24.33636099
0.508,-24.31804362
0.509,-24.36537774
0.51,-24.38400905
0.511,-24.42981299
0.512,-24.48615392
0.513,-24.51358879
0.514,-24.59958264
0.515,-24.62801065
0.516,-24.64334237
0.517,-24.70692459
0.518,-24.75052242
0.519,-24.73487285
0.52,-24.79648783
0.521,-24.79222832
0.522,-24.79788522
0.523,-24.88056859
0.524,-24.92905729
0.525,-24.96324617
0.526,-25.02872454
0.527,-25.01777716
0.528,-25.03153392
0.529,-25.07430552
0.53,-25.10931277
0.531,-25.14549329
0.532,-25.2019092
0.533,-25.29984854
0.534,-25.29523343
0.535,-25.34356713
0.536,-25.34918228
0.537,-25.40584537
0.538,-25.41894349
0.539,-25.50213374
0.54,-25.54265558
0.541,-25.60293266
0.542,-25.66230382
0.543,-25.72009817
0.544,-25.76121079
0.545,-25.81157573
0.546,-25.79378197
0.547,-25.86210809
0.548,-25.89104877
0.549,-25.94848795
0.55,-25.9997578
0.551,-26.05344647
0.552,-26.11882629
0.553,-26.16266362
0.554,-26.18296768
0.555,-26.23621651
0.556,-26.28202026
0.557,-26.30743931
0.558,-26.34548568
0.559,-26.44027592
0.56,-26.53298902
0.561,-26.55247121
0.562,-26.61263067
0.563,-26.64730975
0.564,-26.7074454
0.565,-26.72586187
0.566,-26.79400959
0.567,-26.85470261
0.568,-26.94227534
0.569,-27.00328045
0.57,-27.03340882
0.571,-27.07942153
0.572,-27.11712229
0.573,-27.20782753
0.574,-27.26207567
0.575,-27.29679167
0.576,-27.38781922
0.577,-27.41084805
0.578,-27.48222475
0.579,-27.5793457
0.58,-27.58857152
0.581,-27.67210381
0.582,-27.70176706
0.583,-27.73688719
0.584,-27.80074166
0.585,-27.90723311
0.586,-27.96002908
0.587,-27.97102062
0.588,-28.06267911
0.589,-28.08131263
0.59,-28.14402536
0.591,-28.18893344
0.592,-28.24633754
0.593,-28.3095145
0.594,-28.34804362
0.595,-28.37591324
0.596,-28.45720553
0.597,-28.49751668
0.598,-28.52638952
0.599,-28.57268907
0.6,-28.6414284
0.601,-28.59655873
0.602,-28.64784031
0.603,-28.63928744
0.604,-28.62705489
0.605,-28.64579205
0.606,-28.66440758
0.607,-28.6367214
0.608,-28.66712196
0.609,-28.61100809
0.61,-28.63622346
0.611,-28.55501473
0.612,-28.50544511
0.613,-28.4381078
0.614,-28.37877392
0.615,-28.29619134
0.616,-28.21084301
0.617,-28.20573426
0.618,-28.10602577
0.619,-27.99691274
0.62,-27.90159192
0.621,-27.81381664
0.622,-27.67828444
0.623,-27.55594142
0.624,-27.42408674
0.625,-27.34657223
0.626,-27.19780254
0.627,-27.0778838
0.628,-26.9300804
0.629,-26.81307411
0.63,-26.67450953
0.631,-26.49528114
0.632,-26.35979597
0.633,-26.21719471
0.634,-26.04218632
0.635,-25.88350166
0.636,-25.73115164
0.637,-25.61049299
0.638,-25.38748886
0.639,-25.23711979
0.64,-25.06602695
0.641,-24.90098259
0.642,-24.72662171
0.643,-24.56760941
0.644,-24.41276294
0.645,-24.24554004
0.646,-24.08927601
0.647,-23.88283959
0.648,-23.72258267
0.649,-23.535732
0.65,-23.3958614
0.651,-23.28148287
0.652,-23.10693933
0.653,-22.90683683
0.654,-22.76260553
0.655,-22.56724009
0.656,-22.43202892
0.657,-22.27933649
0.658,-22.15414913
0.659,-21.98601596
0.66,-21.90269823
0.661,-21.72149963
0.662,-21.58841214
0.663,-21.46064423
0.664,-21.35192538
0.665,-21.23033293
0.666,-21.11620975
0.667,-21.01293705
0.668,-20.89847146
0.669,-20.78772776
0.67,-20.72309453
0.671,-20.59806782
0.672,-20.49628503
0.673,-20.40524922
0.674,-20.3462443
0.675,-20.26938389
0.676,-20.23178439
0.677,-20.13857927
0.678,-20.1033954
0.679,-20.06383598
0.68,-19.9859695
0.681,-19.92246105
0.682,-19.92966327
0.683,-19.88356242
0.684,-19.85587876
0.685,-19.86081718
0.686,-19.83507814
0.687,-19.77396561
0.688,-19.82806057
0.689,-19.81012927
0.69,-19.81394618
0.691,-19.82264686
0.692,-19.84298505
0.693,-19.87945326
0.694,-19.93925605
0.695,-19.97102574
0.696,-19.96284908
0.697,-20.04092111
0.698,-20.02528251
0.699,-20.10908222
0.7,-20.15782835
0.701,-20.20289701
0.702,-20.30080192
0.703,-20.3433639
0.704,-20.44569787
0.705,-20.49889028
0.706,-20.57614744
0.707,-20.62114536
0.708,-20.74799494
0.709,-20.79705616
0.71,-20.91166305
0.711,-21.02205748
0.712,-21.07585728
0.713,-21.16402147
0.714,-21.29119041
0.715,-21.33491925
0.716,-21.43995159
0.717,-21.54103833
0.718,-21.66094376
0.719,-21.76117764
0.72,-21.87961495
0.721,-21.98854049
0.722,-22.06775324
0.723,-22.17607591
0.724,-22.24663703
0.725,-22.4118896
0.726,-22.4842123
0.727,-22.61774154
0.728,-22.69043928
0.729,-22.81599453
0.73,-22.92670082
0.731,-22.99090047
0.732,-23.14358567
0.733,-23.23175951
0.734,-23.32583163
0.735,-23.40065953
0.736,-23.54127305
0.737,-23.59543721
0.738,-23.71241409
0.739,-23.77328359
0.74,-23.85637608
0.741,-23.9612275
0.742,-24.05402712
0.743,-24.10669517
0.744,-24.22855322
0.745,-24.30622538
0.746,-24.40692607
0.747,-24.44283462
0.748,-24.49889277
0.749,-24.55001853
0.75,-24.63904399
0.751,-24.7076994
0.752,-24.78346177
0.753,-24.8172379
0.754,-24.89765687
0.755,-24.94426408
0.756,-24.9718376
0.757,-25.02152512
0.758,-25.07747549
0.759,-25.07608153
0.76,-25.12681339
0.761,-25.17532093
0.762,-25.22121918
0.763,-25.24647098
0.764,-25.23295437
0.765,-25.28613644
0.766,-25.33368531
0.767,-25.3334488
0.768,-25.3370066
0.769,-25.33734994
0.77,-25.3391574
0.771,-25.36706086
0.772,-25.36208908
0.773,-25.34997494
0.774,-25.35426639
0.775,-25.36200469
0.776,-25.34240668
0.777,-25.34721069
0.778,-25.31403109
0.779,-25.29969906
0.78,-25.25848434
0.781,-25.24563969
0.782,-25.22128397
0.783,-25.21878046
0.784,-25.21887758
0.785,-25.18889194
0.786,-25.15917288
0.787,-25.09721943
0.788,-25.05033611
0.789,-25.02007077
0.79,-24.94207576
0.791,-24.9117693
0.792,-24.88344302
0.793,-24.85920848
0.794,-24.83220698
0.795,-24.79128524
0.796,-24.72447361
0.797,-24.6396272
0.798,-24.58685421
0.799,-24.5244551
0.8,-24.49774759
0.801,-24.43639416
0.802,-24.38027578
0.803,-24.37874064
0.804,-24.29746203
0.805,-24.24697379
0.806,-24.17223261
0.807,-24.10711621
0.808,-24.04541533
0.809,-23.99074542
0.81,-23.92928339
0.811,-23.894539
0.812,-23.79040949
0.813,-23.74754146
0.814,-23.67953946
0.815,-23.66638286
0.816,-23.61563335
0.817,-23.55246011
0.818,-23.47360541
0.819,-23.45539456
0.82,-23.38105762
0.821,-23.27097635
0.822,-23.24265387
0.823,-23.17305984
0.824,-23.17730587
0.825,-23.10663674
0.826,-23.07672818
0.827,-23.04615752
0.828,-23.0145867
0.829,-22.9208202
0.83,-22.8805732
0.831,-22.82992703
0.832,-22.7315908
0.833,-22.72769346
0.834,-22.72095414
0.835,-22.6962229
0.836,-22.65645008
0.837,-22.59093077
0.838,-22.60648452
0.839,-22.5707914
0.84,-22.55188264
0.841,-22.51036427
0.842,-22.47783871
0.843,-22.45020941
0.844,-22.43233718
0.845,-22.39510042
0.846,-22.37061725
0.847,-22.36994985
0.848,-22.38070654
0.849,-22.3771965
0.85,-22.39278981
0.851,-22.36026168
0.852,-22.39280689
0.853,-22.32818632
0.854,-22.31489429
0.855,-22.30273936
0.856,-22.29377394
0.857,-22.29697095
0.858,-22.33204234
0.859,-22.33644953
0.86,-22.37415464
0.861,-22.37687501
0.862,-22.39845382
0.863,-22.41148831
0.864,-22.44013893
0.865,-22.386859
0.866,-22.42081322
0.867,-22.41627946
0.868,-22.49050908
0.869,-22.49234092
0.87,-22.48273727
0.871,-22.51518723
0.872,-22.58397512
0.873,-22.59350589
0.874,-22.62622582
0.875,-22.66445298
0.876,-22.68211204
0.877,-22.68419319
0.878,-22.71394458
0.879,-22.70228745
0.88,-22.75059729
0.881,-22.74097914
0.882,-22.81609767
0.883,-22.86275686
0.884,-22.88998198
0.885,-22.94691737
0.886,-22.95648081
0.887,-22.97280105
0.888,-22.99665324
0.889,-23.01510151
0.89,-23.02921782
0.891,-23.05151162
0.892,-23.09376363
0.893,-23.15949034
0.894,-23.21216984
0.895,-23.19543282
0.896,-23.25789666
0.897,-23.24543146
0.898,-23.28338646
0.899,-23.29342564
0.9,-23.32636024
0.901,-23.32486225
0.902,-23.38819087
0.903,-23.38619832
0.904,-23.4021266
0.905,-23.43614755
0.906,-23.45275687
0.907,-23.47182589
0.908,-23.51449907
0.909,-23.54346667
0.91,-23.5594329
0.911,-23.57732468
0.912,-23.55907997
0.913,-23.58937866
0.914,-23.57503652
0.915,-23.61727623
0.916,-23.62103509
0.917,-23.65461994
0.918,-23.67834038
0.919,-23.69755351
0.92,-23.70138898
0.921,-23.71288399
0.922,-23.67896961
0.923,-23.70988641
0.924,-23.70669036
0.925,-23.71648753
0.926,-23.74293914
0.927,-23.75915563
0.928,-23.74778924
0.929,-23.75190561
0.93,-23.76443075
0.931,-23.77395381
0.932,-23.77823545
0.933,-23.76550336
0.934,-23.76434314
0.935,-23.79014205
0.936,-23.77624244
0.937,-23.74182015
0.938,-23.74553161
0.939,-23.7740095
0.94,-23.76312058
0.941,-23.77225012
0.942,-23.75778621
0.943,-23.77136341
0.944,-23.774752
0.945,-23.74253258
0.946,-23.73654872
0.947,-23.70563355
0.948,-23.70302013
0.949,-23.71321217
0.95,-23.71500586
0.951,-23.74191062
0.952,-23.71834592
0.953,-23.72034168
0.954,-23.67928095
0.955,-23.69985858
0.956,-23.64370785
0.957,-23.66427585
0.958,-23.62705844
0.959,-23.64554663
0.96,-23.63573806
0.961,-23.62951521
0.962,-23.61653562
0.963,-23.60795993
0.964,-23.5980361
0.965,-23.59528573
0.966,-23.58075174
0.967,-23.5618866
0.968,-23.52639125
0.969,-23.51811653
0.97,-23.52963158
0.971,-23.48878781
0.972,-23.50814524
0.973,-23.48206895
0.974,-23.5090987
0.975,-23.50158352
0.976,-23.49730794
0.977,-23.45038255
0.978,-23.42906341
0.979,-23.39652028
0.98,-23.39751261
0.981,-23.38084129
0.982,-23.37296949
0.983,-23.37833773
0.984,-23.40679245
0.985,-23.41220057
0.986,-23.39461803
0.987,-23.35711479
0.988,-23.34361998
0.989,-23.29573395
0.99,-23.29974699
0.991,-23.3092968
0.992,-23.29183873
0.993,-23.28771311
0.994,-23.31891561
0.995,-23.30874535
0.996,-23.30653427
0.997,-23.29623228
0.998,-23.279749
0.999,-23.25597758
1,-23.26367461
1.001,-23.22466433
1.002,-23.25074517
1.003,-23.20983153
1.004,-23.20663448
1.005,-23.23250477
1.006,-23.24704977
1.007,-23.25656875
1.008,-23.26819879
